Name,Average.coverage,Reference.length
294,0.001,74924
295,3.090,85828
297,0.005,61229
300,1.509,84607
301,18.144,84593
302,0.003,46304
303,0.013,24039
304,0.001,79896
305,1.563,83008
306,1.661,82111
307,17.483,82603
308,15.496,82205
309,0.011,79821
311,3.020,81281
312,2.377,81530
313,2.835,81292
314,1.464,81006
315,0.002,57155
316,2.288,80623
317,1.592,80082
321,17.085,79731
322,1.394,79637
323,1.342,78854
324,0.002,21117
325,1.606,79284
327,2.678,77882
329,13.118,78493
330,11.897,78482
334,1.662,76856
335,7.638,77810
337,18.611,77203
338,1.028,77122
339,13.084,77139
340,19.174,76871
342,0.019,70376
344,1.568,75965
347,13.044,75099
349,0.073,3496
350,1.498,74864
351,1.728,74662
352,0.019,10732
354,2.292,74071
356,0.009,30531
357,19.854,73692
358,1.437,73577
359,5.494,73471
363,1.490,73111
366,0.310,2788
367,19.113,72687
369,20.153,72305
370,0.005,64880
373,2.463,71561
374,17.524,71559
375,3.165,71167
376,14.694,70947
378,1.345,70643
380,1.438,70487
381,16.119,70458
382,0.005,56308
383,2.441,70125
388,0.001,31617
389,0.007,61205
392,2.976,68466
394,2.373,67779
395,0.001,34815
396,0.002,50315
397,2.981,66958
399,13.268,67461
400,0.002,18895
401,0.008,34521
404,2.393,66578
406,2.289,66691
408,0.001,38484
409,1.481,66214
412,17.700,64950
413,1.654,64783
414,16.295,64768
415,3.086,64649
419,0.021,45131
420,2.616,64168
421,9.296,64149
422,2.086,64108
423,2.278,64130
424,0.958,63985
425,7.156,63930
429,19.625,63691
430,3.491,63471
432,2.576,63341
433,2.370,63005
434,0.004,26719
436,0.006,13893
439,0.003,41260
440,155.683,62728
442,2.248,62483
444,2.309,62306
447,18.774,62146
448,3.156,62135
450,1.183,61392
451,7.589,61509
452,0.976,61318
453,18.128,61232
454,0.003,11473
455,3.148,60857
457,8.716,60831
459,18.820,60368
460,3.032,60321
461,1.497,60078
464,0.380,395
466,18.869,59798
467,3.196,59705
469,0.975,58333
470,8.822,59317
474,1.411,58883
479,6.187,57476
480,3.029,57327
481,3.378,57583
482,0.001,30899
484,0.011,24117
485,2.991,57149
487,0.970,56791
488,2.998,57167
489,3.383,56905
490,0.001,53291
493,2.388,56838
494,10.014,56685
496,17.724,56493
497,2.453,56267
498,3.730,56118
499,17.235,56151
501,0.006,33264
502,2.936,55941
504,0.999,55745
515,2.762,54086
517,2.116,53943
518,1.699,53865
519,0.005,53627
522,2.259,53329
528,11.560,52866
531,2.437,52538
533,1.494,51551
534,1.985,52377
535,2.964,52345
536,9.790,52151
540,27.435,51922
541,2.622,51824
543,0.001,30659
544,3.160,51141
546,2.901,51508
547,2.406,50635
548,0.006,37002
550,0.024,28808
551,18.591,51207
553,2.607,50909
554,1.478,50979
555,2.277,50815
557,1.445,50690
558,3.043,50689
559,3.150,50663
561,2.961,49938
564,19.888,49890
565,1.914,49808
566,9.739,49795
568,10.546,49750
569,16.592,49671
571,18.583,49640
574,17.911,49494
576,19.397,49410
577,3.132,49355
579,2.309,49233
580,2.672,49171
585,3.175,48312
586,2.052,48733
587,1.612,48691
590,5.859,48263
591,161.360,48261
593,0.002,36054
596,3.194,47879
598,10.524,47798
600,8.397,47598
602,0.007,46710
603,2.337,47465
606,3.300,47336
608,2.046,46777
609,3.411,46710
611,2.353,46653
612,2.713,46256
613,11.106,46635
614,16.986,46587
615,1.668,46215
623,0.004,36891
624,17.987,45623
627,1.492,45465
635,0.019,28224
638,6.669,45059
639,14.007,44940
640,18.241,44879
642,11.076,44669
644,1.040,44248
646,0.039,13772
649,16.657,44341
650,11.332,44205
654,0.256,41438
657,16.986,43792
658,20.363,43730
659,0.003,17954
660,2.479,43537
661,2.731,43184
663,2.266,43265
667,4.520,43131
670,7.215,43034
673,0.006,11091
674,1.956,42479
676,3.023,42518
682,2.447,42249
688,17.212,41843
689,1.604,41428
690,12.851,41741
692,3.166,41726
695,10.854,41587
697,1.567,41138
698,1.378,40869
699,2.378,41358
701,2.785,41137
704,3.011,41119
705,3.014,41164
708,1.471,40720
709,2.167,41046
710,0.003,30935
716,0.663,460
717,2.478,40605
718,1.571,40299
722,0.009,19204
724,0.464,39410
725,2.259,40322
726,9.065,40284
727,1.083,39506
728,0.004,39738
730,0.002,14692
733,1.279,39918
736,3.016,39890
740,2.466,39689
743,0.052,21194
744,2.968,39283
745,2.352,38932
746,2.099,39444
747,13.104,39418
748,3.016,39409
753,0.003,25031
754,0.004,35374
759,17.016,38924
760,0.004,15417
765,0.003,38381
766,0.011,4668
767,2.126,38758
768,0.024,4542
771,2.136,38433
772,17.013,38597
773,154.456,38547
774,3.420,38546
775,8.314,38307
776,0.016,6761
777,9.332,38331
779,0.603,37945
780,2.358,38160
781,1.534,37910
784,2.621,37927
785,1.112,37316
789,12.057,37668
790,12.389,37650
796,2.532,37457
799,2.577,37053
800,5.134,37375
802,0.014,19975
803,0.001,33156
805,10.307,37059
811,0.002,11946
816,0.004,16058
818,3.115,36219
820,2.271,36085
821,17.198,36137
822,1.483,35962
824,0.900,35901
830,1.263,34115
837,2.679,35533
844,0.015,21249
845,2.248,35339
846,2.104,34991
853,1.471,35171
854,10.709,35151
856,0.005,20096
861,2.178,34864
865,0.013,10222
866,19.587,34831
870,0.978,32810
872,0.035,1879
873,2.780,34597
877,0.962,34297
878,10.724,34529
880,11.879,34515
881,2.375,34325
883,1.241,34372
884,1.646,34232
886,3.024,34257
896,3.104,34076
898,2.846,33858
899,2.099,33919
901,2.881,33911
902,1.222,32753
903,6.514,33893
907,2.963,33577
909,15.864,33503
911,159.329,33446
918,10.499,33238
922,0.009,9845
923,0.005,7967
924,2.550,32897
927,0.025,1315
931,2.906,32763
933,1.185,32716
935,5.875,32752
936,16.440,32718
940,2.744,32374
941,2.465,32475
944,0.003,22616
946,0.019,18874
947,2.852,32350
949,0.002,31553
952,2.836,32241
954,11.974,32107
955,3.462,31616
957,10.588,32019
958,1.019,31527
959,19.353,31994
963,7.931,31812
964,0.011,5830
965,3.008,31609
966,2.351,31795
971,2.689,31621
975,19.491,31401
979,18.467,31262
980,9.841,31247
982,2.663,31066
983,1.056,31088
985,2.780,30939
989,2.304,30895
991,2.877,30989
996,2.196,30911
997,7.796,30736
998,10.536,30859
999,10.720,30852
1001,2.521,30744
1003,1.031,30660
1004,131.674,30741
1006,0.002,30019
1007,2.873,30678
1009,1.067,30030
1012,3.026,30134
1013,1.568,30391
1014,1.998,30438
1015,1.897,30214
1020,0.007,23390
1023,2.148,30203
1026,17.983,30138
1032,0.017,18386
1034,3.347,29263
1042,7.435,29868
1044,0.003,16149
1045,15.534,29797
1046,18.414,29746
1047,3.388,29690
1049,2.953,29706
1052,2.747,29669
1054,11.324,29656
1056,17.098,29645
1060,0.029,3490
1061,2.606,29591
1066,2.043,29069
1068,0.007,9428
1070,0.974,29054
1074,0.003,21103
1080,10.788,29072
1082,0.001,23169
1087,1.499,28830
1088,0.032,22971
1090,1.387,28705
1092,2.465,28635
1094,2.587,28751
1097,0.002,27569
1098,2.384,28726
1105,2.736,28414
1106,0.009,24029
1107,12.197,28551
1108,0.242,484
1110,2.838,28499
1111,0.004,7082
1114,1.945,28148
1115,17.406,28364
1122,2.578,28199
1126,8.490,28122
1127,10.671,28111
1129,17.660,28040
1130,1.231,27317
1135,2.015,27976
1136,1.798,27269
1144,2.316,27870
1146,0.082,5452
1149,3.931,27776
1151,0.012,17056
1154,3.095,42
1158,0.003,22652
1161,16.842,27621
1163,1.387,27027
1169,0.972,27331
1172,1.647,27390
1174,0.471,27070
1176,0.002,26642
1177,11.549,27207
1179,0.004,21516
1183,0.002,24310
1185,2.102,27161
1186,11.246,27181
1191,0.195,2935
1192,2.903,26908
1193,1.418,26787
1196,2.791,26797
1198,0.635,26878
1199,0.013,11180
1200,0.002,16051
1203,3.003,26939
1204,3.341,26924
1205,3.219,26923
1208,3.075,26561
1214,0.015,4754
1217,0.006,25256
1220,2.407,26348
1222,9.480,26629
1228,3.448,26253
1229,0.005,25626
1231,0.008,15416
1232,1.141,25707
1234,1.214,26391
1239,1.377,26308
1240,3.184,26307
1242,9.789,26302
1243,1.269,26130
1244,1.168,26185
1245,10.335,26245
1246,0.540,22675
1253,0.011,21079
1255,1.309,25772
1261,0.012,10136
1263,11.304,25912
1264,1.158,25665
1265,0.003,18027
1272,0.062,1512
1277,7.838,25781
1283,1.436,25688
1285,19.010,25664
1297,9.600,25261
1300,3.074,25105
1307,2.271,24735
1308,3.309,25191
1309,0.745,25109
1311,2.558,25043
1316,0.005,23908
1318,15.536,25151
1319,3.005,24675
1322,0.003,17907
1328,1.238,24021
1329,2.460,24827
1331,1.809,24986
1333,0.281,24967
1335,8.816,24918
1336,1.748,24902
1339,1.280,24012
1341,1.547,24868
1345,0.887,24809
1346,1.107,24156
1349,2.689,24001
1352,0.013,11126
1356,9.997,24650
1359,0.004,22347
1363,0.791,24300
1366,9.254,24591
1367,1.836,24400
1372,1.275,24276
1373,0.003,22838
1374,9.205,24333
1377,0.944,23678
1378,17.287,24397
1380,0.017,24133
1381,7.659,24361
1387,2.259,23979
1388,0.021,23392
1389,9.349,24292
1390,0.009,8110
1393,9.764,24209
1397,0.005,19966
1400,3.162,23883
1403,1.580,24126
1405,1.136,24114
1408,1.459,23918
1413,1.160,23769
1414,11.610,23976
1418,1.736,23963
1419,0.002,15846
1421,1.253,23892
1424,0.014,4606
1430,0.006,9280
1432,9.452,23773
1433,0.933,23338
1435,2.802,23739
1436,7.024,23711
1438,8.029,23704
1440,2.742,23471
1444,2.102,23640
1445,9.539,23613
1447,3.099,23578
1452,1.551,22927
1455,0.011,8107
1465,0.870,23117
1466,9.125,23316
1469,1.749,23226
1472,3.002,23124
1473,8.061,23257
1474,9.758,23227
1479,0.011,11228
1481,9.917,23126
1483,0.002,22321
1484,0.007,15660
1486,2.781,22913
1491,1.416,22864
1493,0.016,7464
1503,10.777,22838
1505,10.464,22808
1506,1.518,22487
1509,7.041,22754
1511,9.359,22693
1513,2.293,22662
1514,0.015,17691
1517,0.006,5339
1518,10.989,22589
1523,165.836,22521
1529,8.363,22450
1530,0.004,14745
1535,0.022,3327
1538,11.530,22273
1540,0.855,22079
1544,0.005,20603
1547,1.667,21499
1549,2.529,22099
1550,0.899,22059
1555,8.203,22024
1556,3.268,21469
1557,8.018,21943
1558,8.888,21825
1561,2.787,21388
1563,2.059,21786
1569,0.024,10330
1576,0.029,4441
1582,0.744,21623
1584,1.301,21393
1586,1.142,21454
1587,11.006,21586
1592,7.540,21539
1594,3.708,21520
1598,1.103,21412
1600,2.800,21384
1603,0.006,16956
1606,9.739,21354
1608,0.968,20480
1609,1.190,21066
1612,1.058,21226
1616,1.696,21271
1619,1.525,21242
1620,0.928,21121
1626,1.180,20067
1629,17.836,21114
1630,0.436,20889
1635,1.545,20876
1640,1.876,21010
1643,9.905,20981
1646,1.143,20399
1649,1.163,19740
1654,0.041,686
1660,10.363,20800
1661,0.736,19309
1663,1.532,20317
1664,13.003,20751
1667,0.514,20606
1669,1.321,20470
1671,2.374,20594
1672,8.249,20563
1673,3.604,20658
1675,2.748,20647
1676,10.076,20644
1678,8.902,20627
1680,2.298,20608
1681,2.769,20601
1684,16.974,20578
1685,1.351,20485
1686,2.544,20549
1687,2.948,20453
1689,1.711,20156
1690,2.529,20527
1691,2.864,20058
1693,2.024,20463
1695,7.951,20507
1700,0.022,13074
1702,2.785,20415
1704,0.848,19831
1705,0.006,7323
1715,2.365,20292
1725,2.798,20208
1726,2.421,20012
1727,0.021,10853
1730,1.065,20144
1731,2.297,20129
1734,0.006,13657
1736,5.624,20109
1741,2.438,20101
1746,2.673,19999
1747,2.708,20076
1749,0.005,18356
1752,1.415,19905
1758,8.312,19969
1761,1.282,18937
1762,1.329,19235
1765,19.066,19941
1768,0.832,19831
1769,9.242,19856
1773,1.017,19886
1776,2.334,19845
1777,1.215,19302
1781,1.511,19617
1782,2.030,19758
1783,4.852,19783
1784,0.788,19778
1786,1.600,18960
1787,10.585,19745
1788,0.006,7427
1789,3.150,19725
1797,1.026,19370
1799,3.237,19669
1803,1.608,19656
1806,1.161,18311
1808,1.629,19592
1809,0.862,19591
1811,7.758,19577
1812,2.909,19191
1813,2.916,18568
1816,0.962,19270
1817,0.882,19271
1818,1.555,19058
1819,0.860,19470
1820,0.931,18079
1822,2.812,19517
1826,2.859,19254
1830,1.201,19393
1835,1.891,19271
1837,0.961,19237
1839,0.050,5910
1845,10.952,19373
1849,0.130,692
1851,0.809,19344
1854,10.433,19309
1855,1.415,19302
1857,0.802,18906
1859,2.087,19289
1860,1.308,19193
1864,1.451,19077
1868,11.487,19144
1875,7.886,19098
1877,1.054,18847
1881,0.002,14862
1883,0.009,6139
1885,1.209,18468
1887,3.000,121
1889,1.708,18111
1892,1.057,17846
1897,0.924,17645
1899,1.076,16579
1904,18.697,18899
1909,9.306,18876
1910,0.459,15356
1912,1.265,18867
1916,0.885,18298
1917,15.801,18841
1919,0.025,2799
1920,2.187,18631
1921,1.051,18514
1922,3.141,18827
1925,10.159,18803
1926,1.553,18622
1930,2.142,18709
1933,1.025,18328
1934,0.800,17848
1936,1.415,18761
1937,2.774,18474
1938,1.191,18585
1944,22.583,18711
1949,0.694,17987
1951,2.163,18497
1952,0.703,17262
1953,1.562,18161
1955,8.862,18570
1956,10.329,18606
1957,0.854,17914
1958,10.309,18590
1968,2.180,18015
1972,0.932,17043
1973,11.621,18506
1975,12.029,18489
1977,0.972,18096
1981,1.851,18411
1985,2.231,18382
1987,1.154,17080
1989,1.259,18342
1991,7.025,18305
1998,0.866,18276
2002,1.117,17936
2003,3.023,17946
2007,0.284,16072
2011,6.179,18207
2014,1.061,17553
2018,0.100,3329
2022,0.037,13685
2026,1.182,17890
2027,1.160,17594
2035,0.037,4258
2037,1.489,17589
2038,2.740,17987
2040,11.962,17995
2041,11.244,17934
2045,0.002,15355
2046,18.624,17938
2049,1.194,17438
2050,2.395,17912
2055,0.725,17883
2056,1.538,17584
2062,11.780,17842
2066,1.282,17471
2067,0.007,9127
2068,1.231,17502
2069,2.562,17774
2071,10.566,17771
2076,2.889,17224
2081,1.855,17722
2084,1.087,17493
2085,0.951,16487
2086,1.232,17680
2088,1.923,17101
2089,10.455,17667
2090,3.004,17661
2092,10.166,17657
2093,1.227,17589
2094,1.225,17310
2101,1.306,16836
2103,1.026,16751
2107,6.921,17587
2109,14.567,17575
2116,1.078,16999
2117,1.189,17160
2118,7.496,17487
2124,0.969,16810
2127,0.002,15544
2130,1.319,15534
2132,12.405,17362
2135,3.632,17133
2136,1.400,17175
2138,2.903,17312
2139,1.724,17238
2141,0.003,9802
2143,1.419,16059
2146,1.252,17154
2149,3.297,17100
2150,0.052,15507
2151,1.177,16757
2153,28.541,17231
2155,0.014,7832
2157,1.762,17074
2163,10.818,17177
2166,0.002,15267
2168,3.339,17135
2171,1.524,16410
2173,9.752,17008
2174,11.210,17085
2175,0.024,5730
2179,0.826,16656
2181,0.002,15768
2184,1.372,16888
2188,1.797,16943
2191,6.623,17007
2193,1.042,16993
2194,1.722,16979
2199,7.350,16901
2202,1.341,16301
2203,0.007,4531
2205,1.273,16846
2206,2.982,16860
2208,1.122,15976
2209,1.108,15375
2210,10.164,16780
2211,3.078,16565
2228,2.925,16687
2235,0.870,16622
2236,0.760,16386
2237,0.750,16444
2239,0.893,16465
2240,3.754,16544
2241,2.301,16626
2244,0.041,11639
2247,2.574,16507
2248,0.568,15136
2249,0.821,16089
2250,3.090,16581
2252,2.205,16254
2256,0.020,14351
2259,1.309,16373
2266,8.118,16514
2267,1.750,16514
2269,2.798,16504
2273,1.788,16492
2275,2.057,16323
2276,2.157,16465
2281,0.583,13855
2283,9.929,16418
2284,1.249,16383
2287,1.599,16282
2289,4.172,16366
2290,0.395,354
2293,10.698,16351
2295,10.586,16345
2296,7.928,16339
2303,1.151,16186
2305,9.320,16297
2306,0.486,16297
2308,1.501,16045
2309,1.080,15870
2316,1.631,16194
2319,2.292,15996
2322,1.444,15905
2323,1.970,15957
2325,11.048,16196
2326,0.651,15683
2328,2.165,14728
2330,0.767,15205
2331,0.919,15826
2338,1.311,15804
2339,5.307,16008
2343,8.052,16062
2348,0.159,516
2354,0.006,12657
2356,1.071,13318
2358,1.521,14995
2359,0.916,15979
2361,0.832,15531
2364,3.082,15894
2368,0.708,15812
2369,3.640,15872
2372,1.420,15207
2373,9.647,15931
2375,3.125,15924
2380,0.899,15683
2381,1.396,15864
2386,9.504,15836
2388,18.294,15823
2389,3.984,15400
2394,1.543,15766
2397,2.533,15751
2398,0.088,1156
2401,0.020,11764
2403,2.645,15547
2405,10.923,15735
2408,0.035,1200
2409,14.775,15719
2413,6.913,15704
2414,2.280,15494
2419,2.601,15589
2420,1.955,15587
2421,4.253,15663
2424,3.176,15535
2428,1.130,15472
2431,1.127,15631
2435,1.265,15179
2438,0.006,14503
2444,0.012,15300
2445,2.908,15320
2447,1.051,15452
2450,2.505,15438
2452,1.363,15522
2453,13.154,15514
2454,1.135,15312
2462,1.024,14988
2463,149.044,15462
2466,0.005,10115
2468,0.778,15232
2473,0.725,14783
2476,8.682,15403
2478,12.369,15189
2479,0.706,14932
2480,1.477,15368
2481,0.104,422
2484,2.848,15353
2488,3.284,15341
2489,0.038,12435
2491,0.778,15329
2492,0.881,12586
2499,1.588,14952
2503,1.096,15118
2507,0.038,2676
2508,1.041,15113
2512,6.651,15217
2514,1.525,14921
2515,2.807,15191
2518,3.580,14839
2520,0.011,13671
2528,8.233,15098
2529,9.207,15095
2532,2.498,15068
2538,1.429,14807
2544,1.193,171
2546,0.543,14546
2547,1.002,12480
2550,0.799,14122
2552,1.466,14878
2555,0.012,12371
2556,0.817,14093
2558,1.426,14918
2560,0.004,14701
2562,2.341,14961
2563,3.717,14922
2569,1.047,14911
2570,2.970,14920
2573,1.156,14898
2576,1.263,14477
2578,0.430,14665
2579,1.309,14716
2582,2.226,14012
2583,1.303,14845
2584,8.192,14821
2588,1.215,14668
2591,1.110,14486
2595,0.014,10590
2596,2.912,14580
2598,0.106,2204
2600,2.164,14748
2602,0.078,3095
2604,1.022,14721
2605,0.895,13958
2607,8.054,14718
2608,0.748,14006
2610,8.844,14642
2614,10.796,14688
2615,7.600,14685
2618,0.794,14661
2621,1.027,13562
2624,0.019,2680
2629,1.448,14229
2631,0.015,2072
2633,1.747,14418
2634,1.192,14396
2639,1.450,14536
2642,1.086,14250
2645,8.058,14527
2651,7.660,14380
2652,0.630,13454
2655,0.980,14485
2656,1.579,13624
2657,0.697,14129
2659,6.539,14168
2660,0.544,13410
2665,10.510,14390
2667,15.210,14441
2668,1.378,14337
2669,8.397,14406
2673,0.806,13435
2674,12.208,14416
2678,1.849,14101
2680,0.008,9692
2681,6.267,14392
2682,1.058,14388
2684,0.885,13901
2687,4.039,14311
2688,1.133,12656
2692,0.009,6100
2698,18.506,14327
2699,2.047,14279
2704,2.916,13526
2705,0.970,14300
2711,1.094,12847
2716,1.139,14160
2719,1.002,12520
2720,0.939,13856
2721,2.025,12899
2727,0.552,8706
2730,1.197,13480
2735,0.204,1218
2738,3.165,14086
2742,3.042,14107
2743,10.283,14161
2744,1.318,14161
2745,0.773,14159
2746,0.004,13408
2750,7.003,13649
2751,3.805,13879
2752,10.318,14114
2755,0.012,4977
2758,0.013,2335
2760,1.454,13495
2762,3.094,14080
2765,0.523,13020
2768,2.055,14045
2771,9.623,14031
2772,11.369,14026
2774,0.668,12627
2778,7.184,13995
2779,1.652,13980
2781,0.988,13223
2782,0.513,13711
2786,8.721,13963
2788,1.576,13661
2789,3.068,13666
2790,2.863,13819
2791,2.128,13674
2792,1.657,12969
2793,1.300,13398
2795,1.129,13492
2796,6.306,13940
2798,1.171,13920
2800,1.191,13180
2801,0.604,13763
2802,0.537,13659
2805,1.084,13781
2808,2.042,12746
2812,17.843,13901
2814,0.565,12282
2818,1.038,13568
2820,0.753,12549
2823,0.125,13860
2826,1.270,13715
2827,3.078,13832
2828,1.889,13779
2831,0.815,13687
2832,1.501,13419
2834,0.753,12730
2837,1.421,13790
2840,10.229,13768
2844,1.379,13726
2845,8.913,13717
2846,1.747,13540
2849,1.469,13712
2850,1.332,13535
2851,0.913,12672
2853,0.891,13488
2855,5.364,13566
2857,0.290,12647
2861,0.670,13136
2864,0.678,10858
2865,1.233,13622
2866,1.113,13617
2869,0.845,13410
2872,7.620,13575
2875,0.321,11258
2877,3.059,13578
2882,8.400,13531
2883,0.004,9692
2885,0.003,13294
2889,1.338,13114
2890,9.961,13458
2895,3.300,13074
2897,0.887,13428
2898,1.539,13468
2901,0.948,12869
2902,10.122,13493
2903,1.247,13063
2905,0.800,13488
2907,3.590,13413
2913,0.367,13284
2917,0.033,4303
2919,1.314,11281
2920,1.136,13365
2923,0.684,4800
2926,1.168,12889
2927,7.705,13432
2931,2.465,13415
2932,0.905,12729
2933,0.843,12909
2934,2.903,13407
2935,0.014,7596
2936,1.057,12977
2938,6.710,13397
2940,9.075,13393
2944,2.082,13386
2948,1.126,13081
2950,3.413,13371
2951,2.208,13367
2953,1.142,13363
2955,0.441,13144
2957,0.680,12881
2969,1.202,11685
2974,0.876,12939
2975,1.188,12983
2989,1.174,13253
2990,2.164,12781
2991,1.308,13245
2992,0.853,12913
2995,2.170,13117
2996,0.021,6752
2998,1.484,13187
2999,0.928,12678
3000,0.958,12924
3002,2.035,13216
3003,8.065,13215
3005,0.834,13123
3008,2.984,12665
3012,0.762,12772
3016,3.283,13020
3018,2.137,12734
3020,9.211,13153
3023,0.471,12787
3029,0.825,12750
3030,0.007,5074
3031,2.479,13077
3033,0.008,9224
3034,1.209,12505
3035,1.094,13110
3037,0.747,13018
3039,2.854,13010
3042,0.796,12839
3046,0.007,5569
3047,7.581,13083
3051,10.356,13066
3052,0.722,12846
3053,1.818,13062
3055,7.063,13051
3061,2.387,12795
3063,3.001,12903
3065,1.555,11834
3066,1.991,12819
3069,7.932,12963
3071,1.029,12686
3075,0.464,12973
3079,0.989,12800
3082,1.813,12452
3088,0.380,12634
3089,1.299,12898
3095,1.736,12506
3096,1.552,12558
3099,0.861,12067
3100,2.641,12776
3103,1.156,11372
3104,1.305,12538
3105,1.265,12558
3114,3.767,12838
3117,1.422,12829
3120,0.014,6033
3122,0.561,12765
3125,1.725,12764
3126,0.049,10653
3127,0.330,10467
3132,10.523,12571
3133,0.888,12223
3134,1.718,12772
3135,0.944,12655
3137,1.077,12251
3138,8.852,12758
3142,1.219,12710
3144,1.088,12489
3146,0.246,830
3150,0.658,915
3159,1.050,12205
3160,1.691,12673
3163,0.027,12306
3167,2.014,12488
3168,1.082,11664
3171,11.589,12646
3172,0.004,11668
3173,2.958,12515
3175,7.236,12641
3178,0.792,12486
3179,1.916,12503
3180,0.952,11504
3183,0.016,9622
3188,0.017,3370
3190,8.675,12594
3191,0.654,11820
3196,1.388,11666
3199,1.018,11075
3201,0.583,103
3206,2.435,12535
3207,1.133,11595
3211,3.097,11169
3213,1.906,12439
3220,1.749,12240
3223,1.272,12163
3228,1.009,12067
3229,7.626,12447
3231,0.963,12154
3232,1.361,12407
3233,0.916,11885
3237,0.919,12365
3238,1.614,12284
3242,0.783,9641
3244,0.770,12156
3246,2.794,12218
3248,0.057,3822
3249,6.392,12385
3252,1.117,11981
3255,9.578,12372
3256,0.990,12029
3257,1.462,12365
3262,1.347,12032
3265,1.987,12147
3266,0.599,9692
3267,0.797,10325
3274,1.045,12331
3275,8.936,12327
3278,0.009,9793
3280,3.823,12314
3281,1.299,11265
3282,0.668,12049
3287,3.238,12292
