Name,Average.coverage,Reference.length
117,11.811,160218
118,0.007,82574
119,0.006,39882
120,0.009,124728
121,0.032,109737
122,34.431,156616
123,9.875,156412
124,0.015,30785
125,9.783,154157
126,0.000,66065
127,0.011,108339
128,11.884,152771
129,0.012,136922
130,11.255,151076
131,122.829,150290
132,0.009,146094
133,0.021,147755
134,0.015,127390
135,0.156,139646
136,11.952,146672
137,0.020,137911
138,0.034,137633
139,10.004,146383
140,10.647,146186
141,0.009,141498
142,10.570,145821
143,10.606,145279
145,0.041,140590
146,0.010,134610
147,30.454,142860
148,0.007,97014
149,12.153,141875
150,8.427,141812
151,12.174,141606
152,0.023,96803
153,32.222,141255
154,0.009,126207
155,97.125,141238
158,0.006,127967
159,8.694,139775
160,6.684,139525
161,11.200,139338
162,0.007,126720
163,36.893,136869
164,11.911,135142
165,0.015,119919
166,13.882,133606
167,0.030,35676
168,0.007,79112
169,0.019,94221
170,11.999,131886
171,0.017,126301
172,11.690,130463
173,7.512,129371
174,9.482,130119
175,33.156,130012
176,0.023,49003
177,0.004,112842
178,11.006,128096
179,0.007,116141
180,0.039,119586
181,9.657,126538
182,0.000,123258
183,186.502,124620
184,38.300,124471
185,0.037,105019
186,10.925,124039
188,0.008,75604
190,7.668,120517
191,0.017,35751
192,7.671,119790
193,11.848,119700
194,121.033,119400
195,7.633,119039
196,0.029,115715
197,0.029,101031
199,9.964,117771
201,7.556,116150
203,92.087,115438
204,0.015,7409
205,12.098,112999
206,0.113,111018
207,0.008,71659
208,11.574,112086
209,0.050,71448
210,34.274,111224
212,0.036,8018
213,12.470,110720
214,6.801,110698
215,13.196,110091
216,11.978,109901
217,12.169,109858
218,6.137,109382
219,12.506,109029
220,9.950,108971
222,0.135,103079
223,0.025,107801
224,0.024,88592
225,0.031,76540
226,11.403,105928
227,10.200,105583
229,7.590,104145
231,0.007,97425
233,0.006,98470
235,0.178,9134
236,12.360,101168
237,139.007,100804
239,0.039,87014
240,0.002,93089
241,0.001,99628
242,0.005,95123
243,7.465,99251
244,11.332,98407
246,75.454,98081
248,12.469,97975
249,11.464,97843
250,0.007,70348
251,8.338,97359
252,6.478,97173
255,0.153,95924
256,0.003,43969
257,4.814,95674
258,4.803,95223
259,0.004,58939
261,0.024,65543
262,0.056,75135
263,8.821,93693
264,0.009,37444
265,87.884,92484
266,0.018,84989
267,5.728,92463
268,0.083,11144
269,0.024,84873
270,38.365,91595
271,0.027,70304
272,0.001,49100
273,7.832,91132
274,32.935,91097
275,0.008,74638
276,7.058,90514
277,8.227,90447
278,0.108,90392
279,72.213,89925
281,0.000,83841
282,9.521,89164
283,6.823,89093
284,11.515,88694
285,10.398,88681
286,0.437,86413
287,0.010,84583
288,7.899,88256
289,0.046,36702
291,11.935,87336
293,11.909,86212
294,0.031,79365
295,9.678,85828
297,0.009,61229
300,10.641,84607
301,6.404,83833
302,0.014,46150
303,0.005,55993
304,0.008,79896
305,9.420,83360
306,11.928,83063
307,0.099,73231
308,0.267,82205
309,0.022,79719
310,0.050,60116
311,7.835,81384
312,11.822,81582
313,6.869,81197
314,9.243,81239
315,0.001,57155
316,5.468,80631
317,10.529,80262
318,0.023,78732
319,0.030,76274
321,0.326,79731
322,10.371,79637
323,10.947,79552
325,11.700,79284
326,0.001,22621
327,7.163,78651
328,0.009,68809
329,33.516,78493
330,27.801,78482
331,0.006,70803
334,11.649,77871
335,5.428,77744
337,8.667,77203
338,8.752,77147
339,29.693,77139
340,0.124,75447
341,0.005,64573
342,0.058,70357
344,10.817,75965
347,31.538,75099
349,0.064,3496
350,10.839,74989
351,11.916,74912
353,0.057,10598
354,11.792,74087
356,0.006,64853
357,10.276,73692
358,11.432,73577
359,5.105,73566
360,0.020,56848
361,0.031,49236
363,9.834,73259
366,0.036,37997
367,9.295,72640
369,12.025,72305
370,0.003,53560
371,0.028,61434
372,0.082,7338
373,11.010,71561
374,0.127,71509
375,9.876,71167
376,36.052,70947
378,10.111,70643
379,0.004,18913
380,10.764,70487
381,0.151,69180
382,0.006,56312
383,11.731,70125
385,0.016,37942
386,0.009,49829
387,0.007,48345
389,0.001,35158
391,0.036,67422
392,10.339,68466
394,11.437,67957
396,0.002,57121
397,7.208,67523
399,30.512,67461
400,0.003,18895
401,0.086,34521
403,0.012,53169
404,9.011,66502
405,0.004,13895
406,11.834,66691
407,0.034,46185
408,0.002,38484
409,11.614,66214
410,0.004,27211
412,0.403,55451
413,11.618,64818
414,0.189,58976
415,6.977,64673
417,0.003,47228
419,0.011,62456
420,4.165,59310
421,3.000,64068
422,11.862,64137
423,11.928,64130
424,7.106,63921
425,7.193,63942
426,0.031,33351
429,0.160,55256
430,9.668,63564
432,7.843,63285
433,12.305,63203
434,0.025,26719
436,0.010,59862
437,0.013,61891
439,0.004,46494
440,148.889,62728
442,12.450,62483
444,11.550,62370
446,0.002,29935
447,0.255,60428
448,10.205,62135
450,5.478,61667
451,5.668,61458
452,0.549,60611
453,8.342,59430
455,10.680,60945
457,6.978,60831
459,15.398,60368
460,9.539,60321
461,11.143,60282
464,0.017,46171
466,13.096,59798
467,7.632,59705
468,0.004,31162
469,7.445,59476
470,7.066,59317
474,8.034,58932
475,0.002,56848
477,0.002,37905
479,0.540,55247
480,6.295,57641
481,9.419,57583
482,0.008,30904
484,0.075,28778
485,6.591,57206
487,4.843,57184
488,8.912,57167
489,10.213,56899
490,0.003,53291
492,0.014,43479
493,12.273,56838
494,2.020,56661
496,0.136,52678
497,12.462,56279
498,10.808,56186
499,0.176,50123
501,0.026,39315
502,9.738,55941
503,0.003,16800
504,6.952,55763
505,0.001,40215
511,0.004,43226
515,12.085,54122
517,12.033,53943
518,1.087,53449
522,12.205,53329
523,0.008,12371
524,0.005,20614
527,0.005,7032
528,0.424,51227
531,5.355,52538
533,12.842,52377
534,12.148,52377
535,7.363,52345
536,1.941,51499
537,0.012,20757
540,0.016,43134
541,11.740,51824
543,0.003,30659
544,7.512,51614
546,9.226,51508
547,12.031,51364
548,0.014,37002
550,0.050,29999
551,7.821,51207
552,0.003,29418
553,12.418,51031
554,10.014,50979
555,12.373,50815
556,0.001,47256
557,9.441,50690
558,7.404,50517
559,7.928,50663
561,7.954,50245
564,7.035,49890
565,1.604,46008
566,0.331,49638
568,2.294,46983
569,0.095,47079
571,7.564,49640
574,12.159,49494
576,0.853,47011
577,10.335,49355
578,0.058,10137
579,11.481,49233
580,11.546,49171
581,0.007,44969
584,0.047,25218
585,10.441,48875
586,12.095,48834
587,0.181,46902
590,6.017,48136
591,170.772,48261
593,0.002,36032
594,0.028,14662
595,0.059,10083
596,6.556,47879
598,8.516,47798
600,6.266,47598
601,0.009,3795
602,0.012,46575
603,12.695,47465
604,0.031,2457
606,11.288,47336
608,11.571,46777
609,10.431,46710
610,0.021,3855
611,12.277,46661
612,5.895,46637
613,0.354,46247
614,0.083,41920
615,2.577,46581
618,0.101,23232
619,0.010,45534
620,0.008,19583
623,0.019,36014
624,6.614,45623
626,0.038,15594
627,10.560,45514
628,0.049,12073
629,0.009,40976
630,0.007,17029
631,0.003,21591
633,0.024,8708
634,0.001,19626
635,0.124,28241
636,0.032,14695
637,0.055,10452
638,3.592,43465
639,36.338,44934
640,13.709,44879
642,0.344,43600
644,4.163,44650
646,0.022,9398
649,0.120,30671
650,0.768,43232
651,0.004,28467
654,7.082,44076
657,0.098,40340
658,12.686,43730
660,5.550,43432
661,7.072,43387
662,0.048,37923
663,11.698,43388
667,22.390,43131
670,5.500,43034
671,0.001,38254
673,0.005,39115
674,10.817,42716
675,0.001,19724
676,6.993,42392
680,0.050,41400
681,0.069,8623
682,4.229,42064
688,0.196,35358
689,10.059,41764
690,33.524,41741
692,8.130,41723
695,8.126,41587
697,2.694,40852
698,5.624,41368
699,5.444,41262
700,0.063,7915
701,6.704,41214
704,7.542,41174
705,11.116,41164
708,3.431,39549
709,11.668,41046
710,0.055,31774
711,0.003,30448
716,0.191,11282
717,11.378,40605
718,0.420,39872
720,0.021,28534
722,0.011,20625
723,0.022,6970
724,10.880,40408
725,12.803,40322
726,6.295,40284
727,5.030,40141
728,0.004,39738
729,0.004,19904
730,0.008,9815
733,9.208,39918
736,9.540,39890
740,6.471,39689
742,0.002,30102
743,0.039,23604
744,7.753,39303
745,11.657,39453
746,12.200,39444
747,32.555,39418
748,9.285,39409
754,0.033,36282
756,0.004,38423
758,0.018,27416
759,0.119,38870
760,0.004,15417
761,0.018,31360
765,0.008,38381
766,0.007,23750
767,11.782,38758
769,0.141,4042
770,0.032,18652
771,11.963,38607
772,7.975,38597
773,105.475,38547
774,10.442,38543
775,5.516,38344
776,0.010,6761
777,8.483,38331
778,0.021,36770
779,3.882,38083
780,12.913,38160
781,9.502,38130
784,11.736,37951
785,5.232,37865
786,0.020,32661
787,0.028,27565
789,27.242,37663
790,0.385,36169
793,0.006,34299
796,6.904,37526
797,0.008,15745
799,7.113,37455
800,4.372,37446
801,0.056,1755
803,0.015,29366
804,0.037,17563
805,0.267,29539
809,0.003,23483
816,0.003,21583
818,9.184,36241
820,12.461,36159
821,0.082,22517
822,10.044,36134
823,0.022,27429
824,5.389,36112
830,7.190,35731
831,0.021,28810
832,0.040,24450
837,6.820,35602
840,0.033,1743
844,0.006,26280
845,5.179,35447
846,11.711,35036
852,0.031,16391
853,11.518,35171
854,8.686,35151
856,0.018,20097
857,0.047,12604
860,0.019,31824
861,11.711,34946
866,10.747,34831
870,4.490,34777
872,0.019,1879
873,7.098,34663
874,0.029,20949
877,8.096,34545
878,5.642,33100
880,0.400,33491
881,5.017,34492
883,4.770,34340
884,3.932,33469
886,6.879,34310
892,0.003,12180
894,0.096,23428
896,7.503,34071
898,7.538,33877
899,10.169,33890
901,7.174,33911
902,5.869,33898
903,4.471,33893
905,0.254,14664
906,0.005,29761
907,6.250,33390
908,0.022,27041
909,0.120,31864
911,115.340,33446
916,0.003,23414
918,1.254,33003
921,0.007,19720
922,0.009,9845
924,6.808,33040
925,0.013,2387
927,0.036,1314
928,0.024,32444
931,10.361,32857
933,5.055,32284
935,5.256,32752
936,0.115,26197
940,6.954,32274
941,12.775,32475
942,0.057,31487
944,0.015,25511
946,0.017,21607
947,6.966,32412
948,0.008,19879
949,0.022,15038
950,0.030,1949
952,10.157,32241
954,0.418,30287
955,10.746,32097
957,0.331,31479
958,4.448,32003
959,0.089,31994
960,0.040,1463
963,5.985,31869
964,0.032,21661
965,7.535,31754
966,12.407,31795
967,0.022,7600
971,9.502,31646
972,0.010,19753
973,0.003,29921
975,10.196,31401
979,7.990,31262
980,0.299,31165
981,0.005,16651
982,6.561,31235
983,4.892,31204
985,6.798,31151
986,0.047,5751
989,4.376,31060
991,7.001,31030
996,12.001,30962
997,5.590,30864
998,0.342,30734
999,9.621,30852
1000,0.008,26279
1001,4.043,30779
1003,4.986,30751
1004,64.572,30741
1006,0.021,28944
1007,6.246,30678
1008,0.040,27660
1009,5.285,30543
1010,0.002,14039
1012,7.158,30356
1013,0.252,24505
1014,12.004,30438
1015,12.401,30360
1019,0.010,4023
1020,0.046,19846
1021,0.004,18393
1023,4.419,30228
1026,0.132,27021
1032,0.012,16201
1034,8.590,29985
1037,0.036,16530
1040,0.186,2118
1042,5.163,29868
1043,0.084,7202
1044,0.012,16563
1045,36.337,29797
1046,0.092,28373
1047,6.948,29644
1049,7.381,29706
1051,0.004,19901
1052,6.505,29650
1054,0.373,29326
1056,2.943,29645
1057,0.035,16837
1059,0.004,23108
1060,0.148,2259
1061,6.774,29603
1062,0.027,22406
1066,11.630,29529
1068,0.010,19728
1070,5.264,29233
1072,0.002,20104
1074,0.034,21103
1080,0.531,28980
1082,0.109,26158
1084,0.013,21512
1087,2.977,28060
1088,0.038,19768
1090,10.386,28919
1092,12.947,28871
1094,5.895,28728
1098,12.362,28726
1104,0.029,22417
1105,7.174,28455
1106,0.091,6586
1107,0.272,27219
1108,0.130,484
1109,0.027,7865
1110,7.183,28446
1114,9.780,28298
1115,0.142,28063
1118,0.025,19807
1119,0.023,21889
1122,6.627,28105
1126,6.616,28122
1127,0.314,24083
1129,4.958,27670
1130,5.383,28033
1131,0.137,4170
1135,11.968,27976
1136,11.379,27951
1137,0.047,12865
1144,12.244,27870
1146,0.141,5387
1148,0.021,2912
1149,8.112,27776
1151,0.003,25150
1152,0.005,15342
1154,3.049,41
1158,0.003,22652
1161,0.050,21799
1162,0.003,21004
1163,4.426,27560
1164,0.008,9484
1169,7.975,27189
1172,12.620,27390
1173,0.006,26522
1174,3.563,27250
1177,0.498,25063
1185,11.614,27087
1186,0.342,23084
1189,0.007,8655
1191,0.057,25765
1192,6.327,26795
1193,9.742,27070
1196,7.302,26904
1198,3.698,26980
1201,0.024,25076
1203,7.327,26847
1204,10.578,26924
1205,10.501,26923
1207,0.002,16799
1208,6.815,26431
1211,0.016,4986
1212,0.013,2180
1214,0.011,17093
1217,0.003,26254
1220,9.247,26599
1221,0.024,25338
1222,7.403,26629
1223,0.002,24895
1228,10.388,26555
1229,0.009,13026
1230,0.002,12418
1232,6.240,26471
1234,5.123,26462
1237,0.004,25909
1239,1.344,26238
1240,10.724,26333
1242,8.595,26302
1243,7.741,26080
1244,5.178,26279
1245,0.405,24139
1246,4.339,26245
1247,0.032,18386
1248,0.047,3804
1253,0.015,21934
1255,0.783,25711
1261,0.013,8170
1263,0.423,25664
1264,9.948,25904
1265,0.022,18186
1270,0.005,17079
1271,0.009,16014
1274,0.003,19505
1277,5.540,25729
1278,0.025,18882
1280,0.006,25484
1283,10.689,25688
1285,13.376,25664
1287,0.044,13664
1293,0.004,20741
1295,0.002,25265
1296,0.010,10813
1297,0.381,22694
1300,9.971,25358
1307,6.719,24026
1308,7.465,25237
1309,3.955,25164
1311,5.181,25143
1316,0.096,13102
1318,0.107,21049
1319,6.301,25133
1322,0.003,11128
1328,5.268,25049
1329,12.630,25040
1331,0.570,24918
1333,10.809,25006
1334,0.013,9377
1335,7.576,24867
1336,0.341,23535
1339,4.634,24921
1341,4.596,24808
1342,0.005,19819
1344,0.020,12614
1345,5.784,24787
1346,4.928,24806
1347,0.005,13159
1348,0.148,4062
1349,7.491,24787
1352,0.086,11126
1355,0.091,8183
1356,7.684,24650
1359,0.003,23374
1361,0.019,16106
1363,1.154,24512
1366,7.332,24591
1367,0.246,23899
1372,9.633,24343
1374,0.296,22515
1377,4.220,24399
1378,0.070,20948
1380,0.028,24149
1381,5.050,24371
1387,9.370,24293
1388,0.079,23712
1389,0.488,23522
1390,0.016,1944
1393,0.364,22780
1400,7.502,24087
1401,0.007,7109
1403,9.401,24126
1405,4.663,24087
1408,2.850,24062
1413,5.475,23658
1414,0.393,19372
1415,0.010,15919
1418,11.383,23963
1419,0.024,16729
1421,0.276,23704
1422,0.024,4368
1424,0.002,19062
1428,0.062,21818
1430,0.004,9021
1432,0.331,23504
1433,6.750,23710
1435,5.734,23739
1436,5.644,23716
1438,6.161,23704
1440,7.124,23661
1444,11.718,23640
1445,0.190,20902
1447,7.316,23605
1448,0.013,22669
1451,0.001,21793
1452,1.489,23213
1455,0.016,21096
1457,0.006,14817
1465,9.613,23335
1466,0.359,22736
1469,11.537,23304
1470,0.017,7571
1472,6.940,23272
1473,4.854,23252
1474,0.198,22972
1479,0.009,11228
1481,0.263,22608
1484,0.002,15636
1486,7.116,23029
1490,0.003,15039
1491,10.190,22934
1493,0.008,7464
1494,0.004,18348
1496,0.082,1471
1499,0.028,22844
1500,0.018,19287
1501,0.272,302
1503,0.260,21709
1505,0.293,22585
1506,1.257,19438
1509,5.052,22754
1511,6.897,22690
1513,12.265,22682
1514,0.028,18048
1517,0.077,10338
1518,0.355,21819
1523,150.252,22521
1528,0.015,14189
1529,7.204,22450
1530,0.020,19781
1534,0.007,5188
1535,0.005,22188
1538,0.201,20886
1540,6.558,22239
1542,0.015,12474
1544,0.195,20865
1545,0.005,9483
1547,9.944,22179
1549,7.003,22044
1550,4.896,22132
1551,0.031,1823
1553,0.029,8852
1554,0.019,8507
1555,6.261,22024
1556,6.751,22019
1557,5.270,21957
1558,6.927,21910
1561,6.833,21711
1563,11.835,21841
1564,0.034,17213
1567,0.003,13327
1569,0.015,7682
1575,0.009,17141
1576,1.144,174
1577,0.004,8992
1582,6.244,21656
1583,0.009,6047
1584,6.188,21617
1586,5.142,21600
1587,2.121,21315
1592,4.888,21539
1593,0.009,19015
1594,10.063,21520
1597,0.017,2433
1598,4.592,21464
1600,6.439,21404
1603,0.039,16951
1605,0.016,16808
1606,0.987,21141
1607,0.019,8854
1608,5.422,21319
1609,4.545,21316
1610,0.003,18680
1612,4.675,21138
1613,0.013,5237
1616,0.431,20749
1619,4.868,21246
1620,4.555,21239
1626,4.268,21130
1629,0.110,19784
1630,4.254,21032
1635,0.300,18849
1640,10.278,21005
1642,0.224,2142
1643,0.423,17675
1644,0.027,17618
1646,5.235,20866
1649,5.074,20835
1659,0.020,19539
1660,1.406,20800
1661,2.877,20793
1663,5.760,15165
1664,31.819,20751
1667,4.558,20741
1669,11.139,20714
1670,0.014,6398
1671,5.980,20617
1672,6.555,20484
1673,12.357,20658
1674,0.030,17138
1675,6.742,20647
1676,0.440,18741
1678,5.991,20589
1679,0.205,3234
1680,11.865,20608
1681,6.813,20601
1684,6.702,20570
1685,4.560,20516
1686,6.591,20533
1687,9.514,20547
1689,5.085,20381
1690,6.605,20527
1691,4.581,19884
1693,4.008,20508
1694,0.045,10527
1695,5.465,20507
1697,0.015,11456
1700,0.072,13074
1701,0.004,17923
1702,6.763,20415
1704,5.786,20409
1705,0.013,7323
1707,0.036,12572
1715,12.242,20292
1716,0.154,518
1718,0.037,16077
1719,0.011,18638
1723,0.010,19650
1725,6.783,19834
1726,13.968,20196
1727,0.036,8942
1729,0.067,535
1730,4.962,20035
1731,7.525,20137
1734,0.010,18334
1736,4.754,19602
1739,0.003,14743
1741,11.799,20101
1746,7.893,20014
1747,6.172,19944
1749,0.019,3189
1751,0.011,6879
1752,9.390,20028
1758,6.184,19868
1761,4.812,19935
1762,1.877,19696
1764,0.074,7619
1765,12.543,19941
1768,5.845,19803
1769,1.332,19860
1771,0.002,13245
1773,0.479,19886
1774,0.007,10673
1776,7.030,19716
1777,4.828,19823
1778,0.022,18836
1781,5.904,19803
1782,11.686,19791
1783,0.192,16262
1784,6.411,19778
1786,2.549,17910
1787,0.313,19745
1788,0.016,8656
1789,6.615,19725
1790,0.021,18400
1797,4.438,19684
1798,0.014,10372
1799,7.461,19454
1801,0.011,3909
1803,10.980,19667
1806,6.441,19557
1808,2.057,19592
1809,0.559,17372
1811,4.647,19577
1812,8.745,19571
1813,3.859,19546
1815,0.038,17821
1816,5.871,19535
1817,6.232,19495
1818,4.771,19539
1819,5.592,19320
1820,5.251,19488
1822,8.344,19446
1825,0.071,8351
1826,9.416,19493
1829,0.008,13530
1830,5.424,19454
1835,2.659,19362
1837,7.876,19196
1839,0.021,6712
1840,0.002,12901
1842,0.004,16583
1845,0.259,17552
1849,0.040,13400
1851,5.302,19298
1853,0.011,7263
1854,0.488,18268
1855,10.708,19302
1856,0.003,10506
1857,5.166,19302
1859,13.230,19289
1860,5.055,19287
1862,0.021,19136
1863,0.003,15378
1864,6.006,19265
1868,0.306,18798
1875,6.301,18399
1877,7.011,18981
1884,0.016,18077
1885,6.137,18928
1886,0.133,4524
1887,0.901,121
1889,2.454,18904
1892,4.313,18960
1893,0.006,9654
1897,5.102,18669
1899,6.310,18704
1902,0.005,15527
1904,0.134,15873
1909,0.237,16780
1910,6.312,18873
1912,4.533,18867
1913,0.009,7037
1916,5.899,18839
1917,40.411,18841
1920,12.198,18839
1921,5.650,18833
1922,9.999,18827
1925,0.348,17014
1926,9.843,18802
1930,11.767,18794
1931,0.031,6862
1933,7.156,18781
1934,5.785,18481
1936,4.976,18761
1937,8.764,18753
1938,4.990,18753
1944,15.400,18711
1949,4.125,18325
1951,3.182,18657
1952,3.511,18653
1953,5.716,18597
1955,0.170,18608
1956,0.418,14422
1957,5.479,18603
1958,8.931,18590
1964,0.007,4361
1965,0.048,5435
1968,4.180,18519
1972,8.029,18459
1973,0.419,18241
1975,0.246,18088
1977,5.453,18448
1981,2.800,18413
1985,11.117,18382
1987,4.621,18249
1989,4.668,18343
1991,5.060,18194
1995,0.007,14010
1998,6.113,18174
2002,5.297,18258
2003,6.738,18256
2007,6.357,18231
2011,4.094,18207
2012,0.040,17014
2014,4.834,17981
2018,0.017,14771
2022,0.032,13685
2026,5.946,18095
2027,0.280,14820
2030,0.052,8511
2034,0.019,9277
2035,0.069,4258
2037,5.606,18011
2038,9.827,17975
2040,0.441,16621
2041,0.356,15956
2043,0.008,9792
2044,0.007,15520
2046,10.410,17938
2049,5.554,17923
2050,6.109,17858
2055,3.951,17916
2056,0.363,15048
2057,0.062,13118
2062,0.420,17793
2066,0.307,16537
2068,5.177,17599
2069,10.936,17774
2071,0.327,15234
2076,7.112,17665
2081,3.639,17722
2084,7.473,17684
2085,7.643,17682
2086,4.916,17675
2087,0.032,17554
2088,6.006,17005
2089,0.564,17000
2090,10.717,17661
2092,0.398,17657
2093,4.155,17644
2094,2.277,17638
2100,0.006,14648
2101,6.372,17610
2103,6.236,17421
2105,0.012,9439
2106,0.007,16490
2107,4.323,17315
2108,0.004,6960
2109,41.593,17575
2115,0.016,9123
2116,6.774,17504
2117,3.846,17460
2118,3.957,17273
2120,0.022,12954
2124,5.690,17448
2130,5.495,17372
2132,0.404,15856
2133,0.090,8645
2134,0.004,10645
2135,7.780,17340
2136,2.965,17333
2138,6.652,17326
2139,3.809,17313
2141,0.007,9803
2143,4.855,17289
2146,7.969,17175
2149,10.186,17255
2150,0.079,15508
2151,6.586,17002
2153,24.407,17231
2156,0.078,15190
2157,0.422,14210
2163,0.285,16949
2168,9.115,17135
2171,4.481,17120
2173,7.894,17071
2174,0.453,15409
2175,0.064,7693
2179,7.720,17064
2184,0.204,14893
2188,4.013,17032
2191,4.760,16845
2193,0.647,16352
2194,0.997,16831
2199,0.406,16583
2202,1.861,14618
2203,0.058,4577
2205,5.492,16865
2206,10.853,16860
2207,0.059,10210
2208,6.582,16824
2209,6.719,16584
2210,5.611,14640
2211,6.823,16776
2218,0.023,11237
2219,0.056,13918
2220,0.038,15882
2223,0.024,6109
2228,10.004,16687
2235,5.837,16659
2236,5.945,16640
2237,4.210,16657
2239,5.887,16649
2240,10.650,16642
2241,11.553,16626
2244,0.227,5331
2247,5.093,16548
2248,4.298,16556
2249,5.343,16583
2250,10.274,16581
2251,0.004,9307
2252,3.746,16571
2256,0.012,12243
2259,6.634,16547
2261,0.004,14203
2266,5.757,16514
2267,3.871,16514
2269,8.097,16504
2273,3.536,16337
2275,0.412,16167
2276,3.041,16465
2277,0.036,3789
2281,3.996,16430
2283,0.579,14977
2284,4.644,16415
2285,0.036,11810
2287,0.617,15250
2289,1.949,15901
2293,0.374,15789
2295,0.212,15128
2296,5.770,16125
2297,0.018,1999
2303,4.671,16308
2305,0.385,13404
2306,3.800,16273
2308,0.175,13931
2309,6.618,16255
2310,0.612,981
2311,0.019,9096
2312,0.093,6489
2316,0.335,12335
2317,0.087,13998
2318,0.023,6198
2319,7.058,16218
2322,8.013,16144
2323,3.420,16144
2325,0.256,14107
2326,3.418,16155
2328,3.983,10400
2330,3.741,15958
2331,5.957,16118
2332,0.010,12508
2333,0.160,3422
2338,4.632,15999
2339,3.794,16081
2342,0.086,696
2343,5.233,16062
2348,0.038,13611
2354,0.023,12657
2356,7.340,15867
2358,4.842,15980
2359,6.841,15979
2361,4.952,15973
2364,9.309,15961
2368,3.771,15949
2369,8.949,15946
2372,1.976,15938
2373,0.472,11040
2375,9.940,15924
2380,5.413,15867
2381,4.943,15767
2386,0.323,14064
2388,8.428,15823
2389,1.954,15818
2394,10.361,15766
2397,6.594,15751
2398,0.088,1156
2399,0.043,11418
2401,0.008,4745
2403,0.528,12092
2405,0.442,15352
2408,0.037,4181
2409,38.652,15719
2413,6.291,15704
2414,5.014,15673
2419,7.287,15674
2420,9.622,15369
2421,1.949,15189
2424,5.766,15659
2428,5.470,15640
2431,5.193,15631
2434,0.024,14894
2435,5.299,15303
2438,0.031,7066
2445,7.362,15582
2446,0.005,10691
2447,5.298,15571
2450,5.416,15388
2452,0.322,12379
2453,8.757,15514
2454,4.581,15368
2455,0.651,922
2456,0.008,6366
2460,0.009,7366
2462,5.800,15330
2463,48.971,15462
2464,0.006,13657
2465,0.346,107
2466,0.003,10115
2468,5.869,15441
2473,3.689,15425
2476,5.952,15403
2478,31.665,15386
2479,4.209,15379
2480,5.324,15374
2481,0.020,10986
2484,7.222,15274
2487,0.027,10447
2488,11.853,15341
2489,0.026,12413
2491,4.541,15315
2492,5.921,15323
2498,0.045,13423
2499,0.345,14312
2503,0.419,13272
2507,0.019,2676
2508,4.384,15231
2512,5.126,15140
2513,0.002,14132
2514,0.527,13044
2515,6.042,15191
2518,7.323,15183
2522,0.078,7662
2528,4.648,15098
2529,0.212,15031
2532,4.999,15086
2536,0.007,14018
2538,1.955,14977
2540,0.006,14762
2544,0.122,1612
2546,3.694,14678
2547,3.136,14803
2550,6.505,15007
2552,5.891,14968
2554,0.058,12782
2555,0.072,12506
2556,5.725,14580
2558,0.192,13633
2559,0.116,1628
2560,0.047,14917
2561,0.047,3238
2562,3.557,14878
2563,3.141,14768
2569,7.511,14924
2570,0.656,14784
2573,5.589,14751
2576,6.475,14881
2578,3.748,14436
2579,5.014,14867
2582,0.487,12831
2583,1.752,14845
2584,5.157,14821
2588,0.576,13496
2591,5.153,14650
2594,0.031,5275
2595,0.077,11051
2596,7.763,14775
2598,0.098,1988
2600,6.056,14748
2602,0.033,11249
2604,4.551,14730
2605,5.130,14727
