Name,Average.coverage,Reference.length
293,0.008,52323
294,11.025,86041
295,0.008,20584
296,1.969,84918
297,1.100,84124
298,5.363,84955
299,5.070,84844
300,0.006,31740
301,0.023,51474
302,9.751,83812
303,1.099,84216
304,8.835,83719
306,0.011,60488
307,0.001,78356
309,11.512,81803
310,99.633,81728
311,0.012,74981
312,0.012,51951
314,0.000,71103
315,5.392,80596
316,0.020,45622
317,0.052,5860
318,103.773,80195
319,113.846,80109
320,1.607,78833
321,0.044,10128
322,0.003,48778
323,0.016,72544
324,1.595,79445
326,6.017,78818
327,0.015,65977
328,2.578,78367
329,0.023,58529
330,0.022,75480
331,6.008,78339
332,5.373,78277
333,1.657,77230
334,0.005,54597
335,0.048,77350
336,2.374,77666
337,0.044,47555
338,0.023,70721
339,0.048,61311
340,0.133,4514
341,1.732,76528
342,8.507,76180
343,1.401,75386
345,5.867,75467
346,5.082,75093
347,0.018,72385
348,1.605,74464
349,1.500,75013
350,0.013,42154
351,0.001,71259
352,1.741,74053
353,1.616,73474
354,0.020,69105
355,2.005,73820
356,11.661,73960
357,0.027,67207
359,0.036,15733
360,43.413,73526
361,109.803,73330
362,5.937,73187
363,0.011,56572
364,5.289,73194
365,1.544,72946
366,1.152,72912
367,0.011,60321
369,0.044,63863
370,9.944,72284
371,45.982,71700
372,116.664,71650
373,0.031,43291
376,0.023,57072
377,1.702,70595
378,0.002,67037
379,4.644,70275
380,0.015,42720
381,0.033,18476
382,5.583,70126
383,0.001,55669
384,1.776,69217
385,5.126,69645
386,116.052,69517
387,1.999,69305
388,10.595,69363
389,11.211,69322
390,1.432,68722
391,47.020,68802
392,0.000,63465
393,5.494,68217
394,0.007,58883
395,1.897,67639
396,1.892,67251
397,0.056,11612
398,5.215,67470
399,0.023,61010
400,5.376,67242
401,9.839,66948
402,1.363,66209
403,7.161,66301
404,0.007,4054
405,4.701,66712
406,0.006,56915
407,94.254,66682
408,5.534,66384
410,1.697,65663
411,2.259,65256
412,0.015,35845
413,0.019,30951
415,0.016,13110
416,110.229,64615
417,11.256,64503
418,5.466,64406
419,8.454,63864
420,0.015,27049
422,0.057,1687
423,0.023,17976
424,0.026,29940
425,0.007,12379
426,10.852,63864
427,1.506,63814
428,1.743,63638
430,0.023,19574
431,1.432,62642
432,0.022,43456
433,0.012,55094
434,13.533,63085
435,1.657,62941
436,98.210,62950
437,1.062,62767
438,1.818,62661
439,1.646,62449
440,0.113,50768
441,5.224,62615
442,0.002,49246
443,5.776,62460
444,0.001,32189
445,1.887,62355
446,5.248,62127
447,0.005,6223
448,0.015,34772
449,2.342,61727
450,0.011,6962
451,0.046,51114
453,0.017,33646
454,2.087,60894
455,0.014,43968
456,1.971,60195
457,0.084,52600
458,2.482,60462
459,0.039,29590
460,0.007,13192
462,1.709,60011
463,9.162,59869
464,5.261,60066
465,2.112,59381
466,0.038,57172
467,0.071,1296
468,5.227,59326
469,0.354,58189
470,0.031,57296
471,1.803,58968
472,1.658,58994
473,0.001,54156
474,0.069,17259
475,1.526,58743
476,1.738,58447
477,1.255,58099
478,2.253,57982
480,0.024,52743
481,0.011,53927
482,5.801,57478
483,94.720,57452
484,96.710,57408
485,0.007,48462
486,1.637,56833
488,0.011,9531
489,0.001,37954
490,12.434,57031
491,1.955,56726
492,98.878,56893
493,0.144,8291
494,0.016,19414
497,0.013,43481
498,0.057,32932
499,0.001,44978
500,16.558,55979
501,8.698,55930
502,0.009,17513
503,2.502,55907
505,5.385,55623
506,1.697,54768
507,5.670,55286
508,2.477,55068
509,110.699,55101
510,2.482,54796
511,7.714,54397
512,0.008,44783
513,1.359,53666
514,2.525,53990
515,0.010,6900
516,5.603,53929
517,0.023,52672
519,5.255,53718
521,2.564,53188
522,0.013,47131
523,2.442,53327
524,5.187,53044
525,2.524,53180
526,2.158,52565
527,1.622,51990
530,0.862,51762
531,0.001,43562
532,4.662,52507
533,0.002,52455
534,0.006,36725
535,0.006,48130
537,1.765,51964
538,1.883,51294
539,1.712,51569
540,0.030,34976
541,0.029,31042
542,1.732,51238
543,5.453,51734
545,4.382,51572
546,0.002,45996
547,0.032,48793
548,8.728,50895
549,1.704,51011
550,2.438,50457
552,5.382,51053
553,0.014,27085
555,0.069,25395
556,1.614,50722
558,0.012,12970
559,0.004,30902
560,2.843,50359
561,0.001,23495
562,2.271,50062
563,4.857,49900
564,0.035,49319
567,4.515,49791
568,0.006,35636
570,1.681,49462
572,15.372,49567
573,5.818,49347
574,0.010,21615
575,2.004,49354
576,0.015,25682
577,0.036,32861
578,11.988,49258
579,0.009,4083
580,0.013,46471
581,1.970,49063
582,1.846,48846
583,1.996,48431
584,2.159,48890
586,0.020,48834
588,2.594,48347
589,0.019,26424
591,0.121,47671
592,2.187,46951
593,10.917,48156
594,5.244,47951
595,10.505,47883
596,0.002,33783
597,6.509,47864
598,0.044,41006
599,1.459,46706
600,0.042,40035
601,4.958,47499
602,7.458,47308
604,5.489,47361
605,11.468,47333
607,2.832,46467
609,0.016,37650
610,2.293,45908
612,0.001,44390
613,0.031,20949
616,1.975,46524
617,5.467,46189
618,46.717,46168
619,4.866,46023
620,1.818,45079
621,1.734,45848
622,105.648,45697
623,6.298,45347
624,0.026,40194
625,4.204,45517
626,102.371,45535
628,93.838,45474
629,2.441,45295
630,2.610,44900
631,1.673,45318
632,11.547,45299
633,10.785,45294
634,5.390,45199
635,1.723,44869
636,5.191,45037
637,5.154,45070
639,0.024,36027
640,0.006,11561
641,1.577,44505
642,0.010,44041
643,2.238,44669
644,0.071,8419
645,0.073,8007
646,9.831,44499
647,1.789,44439
648,1.915,44028
650,0.020,30580
651,0.992,44068
652,1.707,43625
653,1.937,43606
655,2.351,44009
656,0.045,13256
657,0.185,2758
658,0.033,16645
659,2.017,43452
660,0.020,7026
662,106.204,43402
663,0.025,42099
664,1.160,43093
666,3.671,43161
668,0.029,20621
669,0.102,5874
670,0.087,35722
671,1.505,42937
672,5.919,42936
673,1.659,42432
674,0.050,8456
675,2.543,42349
676,0.029,25901
677,2.434,42393
678,2.125,42130
679,2.410,42509
680,11.067,42447
681,45.438,42321
682,0.002,32341
683,5.144,42259
684,1.249,41825
685,1.870,41424
686,1.503,41220
687,1.969,41908
689,0.013,36352
690,0.029,36451
691,5.126,41496
692,0.006,37715
693,1.653,41709
694,4.662,41628
695,0.042,36163
696,1.658,41075
698,0.052,35807
699,0.024,9472
700,5.636,41314
702,5.314,41226
703,5.189,41195
704,0.027,23849
705,0.037,34926
706,2.214,41012
707,11.306,41151
708,0.018,8827
709,0.005,6855
710,8.204,41034
711,4.745,40863
713,0.029,12023
714,0.019,32035
715,2.262,39818
716,10.591,40633
717,0.004,31044
719,2.368,40426
720,1.751,40353
721,1.683,40373
722,1.221,39669
723,2.419,40387
725,0.003,28528
726,0.069,40178
727,0.060,8805
728,2.213,39410
730,6.697,40109
731,5.113,40029
732,5.340,40042
734,2.129,39912
735,5.743,39905
738,5.514,39467
739,2.521,39574
741,1.592,39251
742,5.737,39610
743,10.286,39418
744,0.027,39031
746,0.003,20058
747,0.023,36367
748,0.030,33432
749,2.437,39360
750,2.497,39313
751,3.089,39307
752,5.226,39091
753,2.425,38478
754,7.779,38889
755,1.904,38721
756,11.873,38772
757,1.736,39026
758,1.167,39031
759,0.028,13628
760,1.970,38330
761,5.267,38913
762,14.984,38907
763,1.774,38251
764,1.229,37910
765,2.697,38785
766,8.521,38698
767,0.021,36517
768,1.965,38178
769,4.239,38518
770,4.950,38670
771,0.023,9398
772,0.023,9374
773,0.066,36267
774,0.033,36155
775,0.026,37752
776,1.827,38074
777,0.021,38052
778,8.315,38320
779,0.012,3786
780,0.026,4606
781,0.002,32260
782,1.167,38095
783,5.112,37798
784,0.029,22449
786,2.024,37764
787,1.506,37734
788,5.172,37662
789,0.038,36236
791,3.034,37620
792,25.545,37608
793,11.875,37598
795,2.280,37391
797,4.827,37504
798,1.786,37457
800,0.017,35146
801,31.085,37403
802,6.745,37373
803,10.702,37219
804,9.677,37041
806,5.158,37037
807,0.820,36422
808,2.271,36958
809,5.203,36935
810,0.012,34952
811,2.454,36708
812,2.274,36844
813,5.076,36770
814,5.604,36623
816,7.293,36410
817,2.364,36019
818,0.023,33587
820,0.029,11601
823,91.315,36121
825,1.799,35375
826,1.633,35993
827,2.112,36013
828,2.485,35961
829,2.049,35695
830,0.019,34862
831,2.236,35802
832,1.217,35781
834,5.862,35658
835,5.403,35711
836,1.437,35318
837,0.006,35265
838,101.008,35673
839,3.648,35636
840,1.749,33997
841,1.756,34483
842,2.031,35093
844,9.369,35383
846,0.054,11087
847,1.911,35404
848,2.461,35181
849,2.626,34939
850,1.625,35383
851,2.366,35158
852,12.169,35210
856,1.018,34924
857,7.515,35033
858,1.497,34881
859,1.933,34883
860,5.660,34857
862,2.486,34930
863,2.552,34551
864,2.035,34579
865,0.016,6579
866,0.072,15047
867,2.389,34630
868,12.011,34809
869,1.842,34596
871,2.079,34126
872,1.862,34625
873,0.028,18248
874,2.350,34481
875,2.271,34379
876,5.461,34550
877,0.079,32086
878,0.132,20540
879,1.614,33991
881,0.004,16049
882,1.343,34170
885,1.538,34211
886,0.066,10618
887,2.332,34088
889,1.664,34241
890,1.638,34144
891,1.472,34190
892,6.636,34145
893,2.634,34130
894,133.205,34091
895,5.206,34080
896,0.049,9748
897,1.547,34047
898,0.466,58
899,0.017,14301
900,0.448,32971
901,0.002,12651
902,0.019,21199
903,0.053,3738
904,2.328,33733
905,2.125,32498
906,2.104,33369
907,0.004,22440
908,94.632,33526
910,1.976,33487
911,0.156,29412
912,5.905,33408
913,2.353,33393
914,1.966,33298
915,2.399,33365
916,1.363,33280
917,1.619,32938
919,5.020,33061
920,5.602,33142
921,4.541,32868
922,1.593,31319
923,2.217,32986
924,0.006,6179
925,4.673,33008
926,1.561,32874
927,5.627,32935
928,4.861,32942
929,2.092,32690
930,1.928,32582
931,0.080,7494
932,2.434,32798
934,3.883,32773
935,0.064,16753
937,0.035,28991
938,1.754,32640
939,1.520,31537
941,0.235,2431
942,46.172,32470
944,1.703,32408
945,2.211,31849
946,5.052,32303
947,0.002,18884
948,2.416,31641
949,9.489,32254
950,6.899,32339
951,1.217,31751
952,0.003,17294
956,1.448,31974
960,5.520,31812
961,1.565,31053
962,2.700,31896
963,0.046,29538
964,1.745,31744
966,0.046,9089
967,2.501,31782
968,0.029,19855
969,2.138,31689
970,2.240,31380
971,0.009,4226
972,4.438,31588
973,2.783,30784
974,1.405,31037
975,0.046,26985
977,1.513,31287
978,1.724,30920
979,0.036,16821
980,0.002,16727
981,5.284,31240
983,0.024,25604
984,100.565,31182
985,0.035,803
986,5.078,30987
987,2.410,30775
989,0.008,27556
991,0.040,30516
993,5.571,30989
994,2.670,30959
995,1.870,30010
997,0.076,22273
999,0.046,19720
1000,1.485,30808
1002,107.141,30769
1003,0.005,13846
1004,0.147,15163
1005,2.311,30171
1006,5.682,30685
1008,4.058,30648
1009,0.008,3353
1010,1.139,30560
1011,3.112,30480
1012,0.009,8921
1014,0.019,24063
1016,1.719,30376
1017,1.510,30300
1018,4.593,30360
1019,1.497,29910
1020,7.136,30218
1021,5.323,30285
1022,5.243,30165
1023,0.207,8386
1024,1.529,30014
1025,2.077,29802
1026,0.041,13608
1028,14.166,30067
1030,2.484,29916
1031,2.232,30027
1032,1.541,29782
1033,1.795,28729
1036,2.140,29450
1037,128.753,29948
1038,2.341,29384
1039,0.520,29226
1040,11.310,29906
1041,1.782,29557
1042,0.027,26571
1044,1.746,29778
1045,0.045,24328
1047,0.033,27952
1048,2.154,29711
1051,3.828,29670
1055,2.649,29521
1056,0.081,7271
1057,45.593,29640
1059,1.631,29597
1060,7.827,29575
1061,0.004,29507
1062,3.226,29564
1063,5.294,29568
1064,2.126,29486
1066,0.092,4101
1068,1.132,29358
1069,2.386,29122
1071,2.453,28831
1072,4.792,29249
1073,1.752,28486
1074,10.009,29181
1075,4.351,29059
1076,5.405,29050
1077,5.228,29133
1078,2.514,29065
1079,5.927,29077
1081,2.321,28961
1082,43.797,29052
1083,1.391,28522
1084,6.356,29040
1085,2.514,28649
1086,1.986,28929
1088,1.091,28905
1089,4.202,28945
1090,0.018,27796
1091,1.876,28790
1092,0.016,28871
1095,1.287,28327
1096,2.088,28259
1097,1.405,28499
1098,0.012,2588
1099,4.778,28635
1100,4.846,28690
1101,2.250,28510
1102,2.529,28642
1103,5.410,28597
1104,1.557,28125
1106,3.515,28574
1108,2.493,28569
1109,1.798,28444
1110,0.038,15871
1111,2.434,28492
1112,1.797,28465
1113,1.712,28412
1115,0.012,14374
1116,7.328,28331
1117,1.471,28254
1118,97.335,28285
1119,10.960,28248
1120,1.797,27441
1121,2.399,28106
1123,2.176,28162
1124,1.338,27194
1125,1.463,28152
1126,0.105,15751
1128,2.238,28077
1129,0.030,24389
1130,0.023,12915
1131,4.233,27883
1132,11.828,27973
1133,2.372,26964
1134,1.682,27012
1135,0.019,24925
1136,0.007,10881
1137,1.877,25288
1138,3.364,27933
1139,1.849,27670
1140,1.666,27711
1141,3.903,27578
1142,3.295,27881
1143,2.270,27876
1145,1.692,27430
1146,1.446,27779
1147,2.464,27623
1148,1.957,27819
1150,2.373,27064
1151,1.775,27663
1152,1.503,27245
1153,1.735,27672
1154,1.637,27396
1155,4.626,27685
1158,1.699,27334
1159,7.619,27653
1160,3.552,27560
1162,1.548,27173
1163,0.002,15307
1164,4.422,27517
1165,1.308,27402
1166,2.422,26880
1167,1.758,27072
1169,0.004,7718
1170,3.228,27084
1171,6.618,27412
1173,0.002,26517
1174,0.007,23808
1175,1.467,27155
1176,1.834,26991
1178,5.317,27257
1179,3.570,27015
1180,2.307,27146
1181,1.519,27125
1182,6.703,27225
1183,2.209,27207
1184,1.610,26503
1186,0.013,7799
1187,2.180,27157
1188,3.297,27168
1189,2.658,27028
1190,1.282,27112
1191,8.006,27051
1194,5.002,27062
1197,1.845,26497
1198,0.625,1417
1199,1.822,26986
1200,6.131,26983
1201,88.925,26957
1203,0.024,15091
1204,0.006,19735
1205,0.002,17092
1206,1.828,26798
1207,5.121,26871
1208,0.015,18850
1209,1.423,26791
1210,6.103,26766
1211,1.710,26708
1212,5.987,26506
1213,5.601,26602
1214,1.576,25364
1215,2.583,26694
1216,3.255,26464
1217,1.951,26270
1218,2.277,26537
1219,12.304,26643
1220,0.007,16304
1221,4.753,26630
1222,0.073,24647
1223,1.704,26627
1224,1.649,26580
1225,1.692,26448
1226,6.106,26274
1227,2.076,25846
1229,9.865,26518
1230,4.774,26210
1231,2.133,26066
1232,0.006,4127
1233,4.459,26202
1234,0.002,14226
1235,5.313,26336
1236,5.312,26299
1237,6.171,26381
1238,2.580,26126
1241,1.915,25699
1242,0.056,13646
1243,0.342,19642
1244,0.012,8214
1246,0.030,18850
1247,1.438,26113
1248,1.880,26205
1249,3.615,26212
1251,2.595,25695
1252,1.370,25814
1253,4.402,26010
1254,2.030,25808
1255,0.357,1685
1256,3.605,26045
1257,5.825,26026
1258,2.585,25987
1259,1.582,25825
1260,5.562,25882
1261,5.663,25963
1262,2.141,25919
1263,0.053,10016
1264,0.010,4311
1265,2.291,25874
1266,1.586,25257
1268,2.514,25865
1269,3.656,25060
1270,9.847,25514
1271,1.767,25817
1272,4.932,25799
1274,5.025,25577
1275,1.486,25785
1276,1.624,25783
1277,0.216,22893
1278,114.673,25774
1279,3.992,25512
1280,1.532,25427
1281,2.212,25245
1282,2.310,25699
1283,0.238,940
1285,0.020,21244
1287,1.955,24471
1288,1.727,25500
1289,2.326,25121
1290,4.789,25535
1291,1.840,25053
1292,2.759,25529
1293,2.236,25249
1294,1.452,25287
1295,0.141,4206
1296,4.302,25386
1298,4.893,25353
1299,1.494,25067
1301,2.443,25200
1302,1.468,25345
1303,1.308,25203
1304,1.999,25305
1305,2.445,25300
1306,1.258,25226
1308,0.283,138
1310,2.617,24917
1311,0.005,23395
1312,4.370,25213
1313,2.451,24985
1314,6.171,25154
1316,9.774,25081
1317,4.349,25152
1319,0.002,19890
1320,1.356,25057
1322,1.485,24956
1324,3.782,24969
1325,1.936,25042
1326,2.221,24939
1327,2.491,24867
1330,2.346,24993
1334,8.866,24839
1335,0.051,24341
1337,2.070,24792
1338,2.164,24428
1340,5.257,24716
1342,1.758,24450
1343,2.413,24821
1344,1.793,24712
1345,0.025,20812
1347,1.702,24786
1348,109.805,24794
1350,0.291,22961
1351,0.151,3467
1352,8.188,24700
1354,1.812,24593
1355,3.792,23841
1356,0.033,13510
1357,2.445,24174
1359,4.600,24507
1360,2.462,24626
1361,9.224,24541
1362,100.509,24616
1364,2.179,24577
1365,2.340,24556
1366,0.101,21082
1368,6.305,24497
1369,98.652,24488
1370,3.353,24324
1371,1.574,24111
1372,1.142,22608
1373,3.111,24413
1375,1.904,24401
1380,4.924,24380
1381,0.031,17814
1382,2.564,24293
1384,2.128,24194
1385,3.322,24313
1386,1.942,23993
1388,9.655,24182
1390,1.739,24024
1391,2.129,24045
1392,1.747,24129
1394,2.564,24157
1395,1.839,22813
1396,2.216,23889
1397,1.943,23971
1398,2.152,24160
1399,1.403,24165
1401,2.159,23398
1402,1.302,24110
1404,4.878,24118
1406,3.772,24110
1407,2.544,24023
1409,2.443,23929
1411,1.782,23073
1412,2.086,23889
1415,2.566,23906
1416,1.658,23709
1417,2.236,23886
1419,9.346,23851
1420,1.768,23767
1422,4.347,23715
1423,2.068,23301
1424,2.837,23579
1425,5.085,23776
1426,2.234,23684
1427,2.134,23761
1428,6.573,23705
1429,99.726,23784
1430,8.669,23591
1431,108.804,23782
1433,0.309,21667
1434,1.168,23599
1436,0.060,23044
1437,2.003,22821
1438,0.047,14287
1439,1.934,23318
1441,3.269,23494
1443,2.597,23608
1444,0.019,3710
1446,2.079,23609
1448,5.356,23532
1449,1.519,23107
1450,3.037,23286
1451,7.074,23570
1452,0.032,18998
1453,5.772,23544
1454,5.373,23492
1455,4.199,23529
1456,4.175,23500
1457,1.764,23162
1458,2.271,23474
1459,2.347,23467
1460,2.315,23199
1461,2.553,23456
1462,2.349,23425
1464,1.654,23171
1467,2.937,23209
1468,1.446,23273
1469,0.032,14760
1470,2.432,23075
1471,1.551,23261
1473,0.027,17541
1475,2.141,23183
1476,1.949,23194
1477,7.124,23162
1478,2.046,23169
1479,1.761,22903
1480,1.408,22807
1481,0.299,1191
1482,2.822,23118
1483,1.717,22796
1484,2.203,22730
1485,2.062,23065
1488,2.777,22952
1489,5.760,22947
1490,1.629,21772
1492,2.503,22884
1493,1.966,22180
1494,4.469,22610
1495,4.668,22883
1496,1.327,22170
1497,1.758,22873
1498,1.650,22554
1499,5.547,22867
1500,3.438,22320
1501,4.684,22844
1502,2.288,22077
1504,1.856,22810
1507,7.807,22746
1508,4.069,22775
1509,0.028,20257
1510,0.096,6302
1511,0.167,14141
1512,5.900,22713
1514,7.693,22551
1515,4.996,22619
1516,5.991,22616
1517,9.865,22602
1519,7.241,22556
1520,2.202,22047
1521,1.639,22516
1522,5.429,22447
1523,0.082,18900
1524,2.995,22294
1525,1.691,22131
1526,3.462,22490
1527,4.955,22411
1528,9.261,22457
1529,0.265,19635
1530,8.319,21634
1531,9.444,22105
1532,2.375,22167
1533,2.262,22044
1534,2.277,22147
1535,1.556,21932
1536,1.507,21593
1539,0.080,5164
1540,0.179,22111
1541,1.582,21764
1542,1.242,22186
1543,2.390,22197
1544,11.232,22190
1545,5.123,22101
1549,0.075,6980
1551,1.632,21365
1552,1.416,22042
1553,7.153,22080
1554,5.076,22039
1555,0.119,20989
1557,0.007,20802
1558,0.117,18201
1559,5.547,21883
1560,5.385,21872
1561,0.017,15354
1563,0.073,8262
1564,2.214,21466
1565,1.576,21541
1566,1.693,21312
1567,1.593,21608
1568,1.849,20809
1569,8.422,21557
1571,2.580,21664
1572,2.182,21483
1573,1.326,21752
1574,1.878,21524
1575,11.765,21724
1576,1.565,21630
1577,1.287,21675
1578,1.959,21670
1579,2.110,21222
1580,1.376,20149
1581,3.016,21473
1582,0.281,21150
1583,5.134,21646
1584,0.049,12208
1585,1.891,21511
1589,5.248,21564
1590,2.108,21349
1591,1.694,21389
1592,0.042,20527
1593,0.015,19104
1594,0.062,9706
1596,2.711,20616
1597,1.263,21417
1598,0.085,6356
1599,3.438,21463
1601,6.730,21368
1602,3.229,21265
1603,11.175,21431
1604,1.720,20713
1605,9.781,21342
1606,0.004,15700
1607,9.586,21340
1608,0.026,20108
1609,0.095,4989
1610,1.655,21310
1613,10.681,21100
1614,5.338,21155
1615,6.207,21271
1617,0.763,788
1618,2.485,21186
1621,5.028,20735
1622,4.210,20992
1624,2.267,21043
1625,1.996,20499
1627,3.089,21126
1628,4.926,21060
1630,0.237,16613
1631,6.112,20963
1632,1.635,21085
1633,1.712,21080
1634,5.386,20970
1636,1.685,19649
1637,2.081,20843
1638,2.507,20755
1639,2.045,21012
1641,3.477,20913
1642,99.514,20991
1643,0.035,14601
1644,1.636,20674
1646,0.055,10952
1648,4.432,20293
1650,4.083,20879
1651,1.338,20874
1653,1.929,20511
1654,1.450,20690
1658,3.355,20815
1659,4.273,20803
1663,0.026,7478
1664,0.057,3253
1665,1.138,20158
1668,2.254,20317
1670,5.371,20706
1672,0.012,15224
1673,0.055,8488
1674,2.806,20646
1677,2.012,20466
1678,0.038,15130
1679,5.086,20616
1680,0.018,5080
1682,1.193,20420
1683,4.315,20506
1688,1.416,20453
1691,0.002,19424
1692,5.053,20357
1693,0.658,325
1694,96.892,20507
1696,5.088,20210
1697,6.639,20435
1698,2.561,19843
1700,1.973,19755
1701,0.975,19593
1702,0.015,4294
1703,6.773,20335
1704,0.038,16641
1705,3.252,20406
1706,5.111,20094
1707,0.963,20042
1708,1.640,20268
1709,0.280,17075
1710,5.946,20305
1711,5.172,20332
1712,2.194,19954
1713,1.813,20230
1714,3.258,20296
1715,0.006,9146
1716,2.307,20163
1717,5.465,20275
1718,1.819,20251
1719,1.271,20233
1721,2.013,19770
1723,1.542,20090
1724,1.831,20174
1727,5.805,20022
1728,2.513,19482
1729,4.149,20170
1731,0.019,10823
1732,2.046,19801
1733,6.310,20132
1734,4.682,20129
1735,5.022,19933
1736,0.068,19473
1737,3.319,20087
1738,2.096,20105
1739,1.307,19244
1740,1.073,18587
1742,2.914,20097
1743,3.207,20092
1744,2.295,20090
1745,2.456,19361
1747,0.074,7846
1748,1.673,19810
1749,1.440,20073
1750,1.889,19771
1751,2.268,19393
1753,6.621,20001
1756,3.891,19827
1757,1.631,19843
1758,0.078,13717
1759,4.213,19963
1760,6.332,19737
1763,2.109,19944
1764,6.579,19943
1765,0.061,16856
1766,2.260,19607
1767,2.357,19805
1768,0.304,18509
